,City,Latitude,Longitude
1272,Würenlos,47.4421058,8.3618108
1273,Eretria,15.9500319,37.9999668
1274,Hergiswil,46.9840938,8.3104542
1275,Meierskappel,47.1239632,8.4435423
1276,Prairie du Chien (Wis.),43.05194,-91.1409933
1277,Münsingen,46.8739775,7.5631943
1278,Camp Hill,40.2398118,-76.9199742
1279,Landstuhl,49.4143311,7.5722301
1280,Panmunjom,37.9558744,126.6770213
1281,Albeuve,46.5173976,7.0566535
1282,Wachenheim,49.6365854,8.165345
1283,Metzkausen,51.2665938,6.9567701
1284,Kehl am Rhein,48.5744449,7.8065078
1285,Castagnola,42.8396663,12.561232
1286,Berlin-Wilmersdorf,52.4871152,13.3203298
1287,Ibstone,51.6340839,-0.9099001
1288,Brombach,50.9763223,7.2573513
1289,"Lochham, Gräfelfing",48.1313696,11.4333661
1290,Hirschlanden,48.8372219,9.038353
1291,Wurmsham-Pauluszell,48.3649831,12.3065756
1292,Niederdollendorf,50.6947564,7.1787484
1293,Eppenhain,50.167975,8.3924576
1294,Altdorf (Baden-Württemberg),48.5950276,9.2712933
1295,Zimmerwald,46.8804779,7.4704391
1296,Itingen,47.4665362,7.7877841
1297,Rolle,46.4601563,6.3380469
1298,Marbach (Sankt Gallen),47.39268,9.5867061
1299,Blankenhain,50.8604751,11.3418229
1300,Bougy-Villars,46.4787593,6.3545367
1301,Chernex sur Montreux,46.4420987,6.9059653
1302,Nenzing,47.183198,9.6995419
1303,Nusse,53.6574275,10.580393
1304,St. Genis-Sergy,46.27707635,6.00701828871801
1305,San Marino (CA),34.1215947,-118.105739
1306,Athens (Ga.),33.9597677,-83.376398
1307,Montfaucon,48.957,3.42498
1308,Hösel,51.3414011,6.8929255
1309,Delphi,52.0114017,4.35839
1310,Unterdießen,47.9815393,10.8303221
1311,Kastrup,55.6357222,12.6469508
1312,Feichten,47.8205193,12.7014224
1313,Goldiwil,46.7632211,7.6640054
1314,Limburg a. d. Lahn,50.3880781,8.0635614
1315,"White Plains, NY",41.0339862,-73.7629097
1316,Breitbrunn,50.0155654,10.7016732
1317,Saxon,46.1452873,7.1807405
1318,Molitg-les-Bains,42.6524451,2.3880537
1319,Pfaffhausen,47.3658602,8.6232459
1320,Poona (India),18.5213738,73.8545071
1321,Algir,36.7729309,3.0588291
1322,Abtwil,47.1744431,8.3546821
1323,Molare,44.6204339,8.6011696
1324,Milwaukee (Wis.),43.0386475,-87.9090751
1325,Rimpar,49.8565075,9.9571081
1326,Ammerbuch,48.5520727,8.9462829
1327,Herakleion,35.33908,25.1332843
1328,Michigan,43.6211955,-84.6824346
1329,Soglio,44.9962983,8.0785144
1330,Elba,42.7902379,10.340223929577242
1331,Bikfaya (Libanon),33.9221677,35.684352
1332,Pfaffetschlag,48.7069002,13.9023307
1333,Denison (Iowa),42.0177718,-95.3553286
1334,Naġāzī,7.5981262,6.2317518
1335,L'Aigueglia,,
1336,Emmenbrücke,47.077539,8.270942
1337,Gilly VD,46.4575111,6.2969883
1338,Anrath,51.2794758,6.4589721
1339,Bennigsen,52.233050399999996,9.668407454850087
1340,Grundlsee,47.6272662,13.837928
1341,'s Heer Arendskerke,51.4920398,3.8233773
1342,Stocksund,59.3845769,18.0571915
1343,Ahlem,52.3850135,9.6653858
1344,Felton CA,37.0513364,-122.07329
1345,Brezzo di Bedero,45.97769615,8.718691637857134
1346,Hanover (N.H.),,
1347,Buchberg,47.5726201,8.56076
1348,Conches,43.5450088,-0.1695404
1349,San Pietro,46.6022916,11.6105941
1350,Neubeuern,47.7734832,12.1389535
1351,Pöcking,47.9667051,11.2999886
1352,Seefeld,47.3289241,11.1867187
1353,Corbeyrier-sur-Aigle,,
1354,Oberrohrdorf,47.421817,8.316452
1355,Agnuzzo,45.9932302,8.9245373
1356,Kirkwood (Mo.),38.5800713,-90.4069177
1357,Neuershausen,48.0692049,7.7714161
1358,Buir,50.8575056,6.5816338
1359,Rodenkirchen,50.87875,6.981804397809072
1360,"Cincinnati, Ohio",39.1014537,-84.5124602
1361,Hofstetten,48.2589583,8.0677539
1362,Biasca,46.3606274,8.9714023
1363,Alghebo,,
1364,Honnef,50.649923599999994,7.251352223732795
1365,Bauen,46.9353199,8.579653
1366,Istein,47.6584833,7.5396199
1367,Giswil,46.838175,8.1880027
1368,Salzgitterdrütte,,
1369,Braunwald,46.9392639,8.9984978
1370,Kiechlinsbergen,48.1231835,7.6547922
1371,Isorno,46.1986727,8.6301531
1372,Beuron,48.0511727,8.9703207
1373,Sankt Martin,48.3500473,7.2904854
1374,Chestnut Hill (Mass.),42.3306529,-71.1661647
1375,Vellore (India),12.9021849,79.06110398623842
1376,Bregaglia,46.361385850000005,9.635553693464946
1377,Ruhpolding,47.7620099,12.6459934
1378,Oreland (Pa.),40.1184433,-75.1776757
1379,Unterjesingen,48.5267277,8.9796759
1380,Wandhofen/Schwerte,51.4425888,7.5592083
1381,Cabrerolles,43.5445,3.12514
1382,Isola del Giglio,42.353166,10.89642944345152
1383,La Ferté-Gaucher,48.7812807,3.305711
1384,Tatta (Pakistan),33.61219680000001,73.94665188195668
1385,Banara (India),22.560429,77.40233601044558
1386,Brunegg,47.4192416,8.21637
1387,Chiang Mại,18.7882778,98.9858802
1388,"Wellfleet, Mass.",41.9376051,-70.0327996
1389,Borkum,53.58626685,6.691744899630901
1390,Zell im Wiesental,47.7054471,7.8476208
1391,Khairpur,27.5204873,68.7383149
1392,Merton,51.41086985,-0.18809708858824303
1393,Fargo (N.D.),46.877229,-96.789821
1394,Umerkot,25.3655302,69.7401257
1395,Birchington (Kent.),51.3738758,1.3070658
1396,Intragna,45.9941511,8.572928
1397,Ronco sopra Ascona,46.1433367,8.7263426
1398,Liessem,50.0245641,6.4806229
1399,Bad Wiessee,47.7128111,11.7254859
1400,Spencer (Mass.),42.2436316,-71.9934879
1401,Geisweid,50.9136699,8.0095133
1402,Schwalbach-Limesstadt,50.1591194,8.5215614
1403,Zizers,46.9369963,9.5665236
1404,Essen-Borbeck,51.4733106,6.948261
1405,Schondorf am Ammersee,48.0504076,11.0918974
1406,Feldis/Veulden,46.7951075,9.4299104
1407,Calw-Altburg,48.7242948,8.7037409
1408,Banyuls-sur-Mer,42.4794084,3.1275893
1409,"Fort Worth, Tex.",32.753177,-97.3327459
1410,Wilsede,53.1638906,9.9603126
1411,"Chesterfield, New Hampshire",42.8873038,-72.4703661
1412,"Buffalo, NY",42.8867166,-78.8783922
1413,Campello,38.427416,-0.3983685
1414,"Newmarket (Suffolk, England)",52.2443103,0.4065503
1415,Chrást,49.5947469,13.9558223
1416,Marathon (Fla.),24.7137524,-81.0903512
1417,"Jugenheim, Bergstraße",49.7649156,8.6486836
1418,Cureglia,46.0373157,8.9445412
1419,Grosswangen,51.2693891,11.5472415
1420,Friesenhagen,50.9034439,7.8084366
1421,Crans,45.9637,5.19001
1422,Höchenschwand,47.7354379,8.1659943
1423,Boulogne,46.7947224,-1.3210389
1424,Cullman (Alabama),34.1335332,-86.8779268
1425,Pergamon,39.13062255,27.184482062851757
1426,South Norwalk (Conn.),41.0956718,-73.4219246
1427,Sils,41.8098347,2.743055
1428,Niederhofheim (Taunus),50.1243989,8.4790348
1429,Boxford (Mass.),42.6625764,-70.9977456
1430,Gemmingen,49.1566963,8.9840589
1431,Unter-Radlberg,48.2553232,15.6795466
1432,Manhattan (KS),39.1836082,-96.5716694
1433,Lahr,49.9440252,6.2909576
1434,Engelburg,47.4477653,8.7959229
1435,Gelfingen,47.2144081,8.2661787
1436,Bandol,43.1357717,5.7523647
1437,Biogno-Beride,45.997248,8.8371173
1438,Bucks,51.7834994,-0.8946440535649794
1439,Bernau,52.6787254,13.5881114
1440,Pino Torinese,45.039547,7.777125
1441,Schwanden bei Brienz,46.769607300000004,8.054822686813012
1442,London (Ont.),42.9832406,-81.243372
1443,Oberburg,51.41341855,11.10820755977118
1444,Oberhallau,47.7050973,8.4783357
1445,Aetingen,47.1321072,7.5055769
1446,Solln,48.0765906,11.5180779
1447,Hexenagger,48.9210117,11.6839688
1448,"Palm Beach, Fla.",26.6279798,-80.4494174
1449,Zillisheim,47.696435,7.2938793
1450,Le Port-Marly,48.8809876,2.109145
1451,Icking,47.9515105,11.4320346
1452,Tour-de-Peitz,51.7991216,14.4451191
1453,Nazzano,42.229257,12.5976389
1454,Wanne-Eickel,51.5317553,7.1644354
1455,Bochum-Harpen,51.4946273,7.2559012
1456,Hohenkreuz,48.7515629,9.3126459
1457,"Lexington, Mass.",42.4473175,-71.2245003
1458,Blauen,47.4489135,7.51876
1459,Québec,52.4760892,-71.8258668
1460,Heidelberg-Ziegelhausen,49.4216102,8.756893
1461,Rod an der Weil,50.33740485,8.385291962337387
1462,"Urbana, Ill.",40.1117174,-88.207301
1463,Blatten,46.4205806,7.8192935
1464,"Houston, Tex.",29.7589382,-95.3676974
1465,Wichtrach,46.8457306,7.5783419
1466,Sasbachwalden,48.6186096,8.1280222
1467,Kiryat Shmona,33.2074733,35.5707828
1468,Saarhölzbach,49.5150308,6.6053001
1469,"Babson Park, Mass.",42.2970161,-71.2550501
1470,Sankt Goarshausen,50.1548796,7.7160976
1471,Strümp,51.2834884,6.6593272
1472,Lollar-Odenhausen,50.6719246,8.7085853
1473,Grossheppach,48.8194718,9.3867302
1474,Lauf a. d. Pegnitz,49.5118126,11.2813381
1475,"Bethlehem, Pa.",40.6178915,-75.3786521
1476,Buckinghamshire,51.7834994,-0.8946440535649794
1477,Niederlauken,50.343858,8.436099630344684
1478,"Vineyard Grove, Mass.",41.4577423,-70.5573104
1479,Stommeln,51.0196389,6.759747
1480,Berlin-Hermsdorf,52.6174544,13.3075189
1481,Voerde (Niederrhein),51.5975224,6.6811994
1482,Newbury (Vt.),44.0792316,-72.0584234
1483,Curtin (A.C.T.),37.2975585,-76.6189246
1484,Dubuque (Iowa),42.5006243,-90.6647985
1485,Valparaiso (Ind.),41.4672552,-87.0604487
1486,Canton (Ohio),40.7985464,-81.3749508
1487,Tondern,54.9380637,8.8629408
1488,"Dallas, Tex.",32.7762719,-96.7968559
1489,Fahrnau,47.66065695,7.8416292085685075
1490,Kiel-Wik,54.3673909,10.1221333
1491,Saarbrücken-Rockershausen,49.2493756,6.9153372
1492,Vinnhorst,52.4222536,9.7032801
1493,Karlsruhe-Rintheim,49.0154961,8.4407597
1494,"South Bend, Ind.",41.6833813,-86.2500066
1495,"Houghton, Mich.",46.8591287,-88.7774734
1496,Potsdam-Waldstadt,52.3648497,13.1045973
1497,Hamburg-Blankenese,53.5644641,9.8152673
1498,Gstaad,46.4761004,7.2873587
1499,Naxos,37.8240743,15.2694003
1500,Duben,51.8977754,13.8070652
1501,Valbella,46.7457888,9.5541506
1502,Sils im Engadin/Segl,46.4305069,9.7631108
1503,"Montgomery, Ala.",32.3669656,-86.3006485
1504,Oxton,55.7718222,-2.8016495
1505,Port Arthur (Tex.),29.8716577,-93.9332302
1506,Degerloch,48.749597,9.1703452
1507,Goldscheuer,48.508866,7.8253778
1508,Englewood (NJ),40.8929329,-73.9726508
1509,Menerbes,43.8321696,5.206383
1510,Kaiseraugst,47.5399823,7.7230178
1511,Anneberg,57.5391182,12.1106534
1512,"Maynooth, Co. Kildare",53.3830239,-6.5922806
1513,Neunkirchen (Saar),49.34987,7.1841564
1514,"Los Angeles- Bel Air, Calif.",,
1515,"Takoma Park, Md.",38.9778882,-77.0074765
1516,Dekalb (Ill.),41.8903447,-88.7713953
1517,Lucknow (India),26.8381,80.9346001
1518,Cedar Falls (Iowa),42.5361805,-92.447758
1519,Eugene (Ore.),44.0505054,-123.0950506
1520,Grenzach,47.5553231,7.6545614
1521,Kirchen,50.8081255,7.87987
1522,Cavalaire-sur-Mer,43.1722952,6.531917
1523,Arniberg,46.7924923,7.987377
1524,Neuendettelsau,49.2851224,10.7886667
1525,Heerbrugg,47.4109666,9.6271219
1526,Rijnsaterwoude,52.1973079,4.6711374
1527,"Putney, Vt.",42.9751766,-72.5215973
1528,Heiligenberg,48.5378755,7.3909733
1529,Dingden,51.7702601,6.6134154
1530,Stuttgart- Bad Cannstatt,48.8014069,9.2168515
1531,Weesen,47.1346737,9.0973561
1532,Netstal,47.0611321,9.0529651
1533,Sankt Luzisteig,47.0296057,9.5281921
1534,Frutigen,46.5874205,7.6444369
1535,Effretikon,47.4257472,8.6870086
1536,"New Orleans, La.",29.9759983,-90.0782127
1537,Filzbach,47.1204474,9.1296451
1538,Mariapfarr,47.1513091,13.7456747
1539,Hätzingen,46.9612205,9.0376862
1540,Bad Zurzach,47.5866477,8.2940658
1541,Niederurnen,47.1256182,9.0535784
1542,Pazzallo,45.9838461,8.9420101
1543,Scheuren,51.0435928,7.1685576
1544,Ronchi,46.068406,11.435186
1545,Solingen-Wald,51.1835883,7.0415393
1546,Kitzeberg,54.3634795,10.2025927
1547,Hofheim am Taunus,50.09494,8.42285
1548,Mötschwil,47.0495151,7.5686179
1549,Peseux,46.9921,5.36708
1550,Hochberg,48.5604301,14.8926554
1551,"West Allis, Wis.",43.0166806,-88.0070315
1552,Ligolsheim,,
1553,New Hampshire,43.4849133,-71.6553992
1554,Porza,46.0270734,8.9534436
1555,Fürstenau-Settrup,52.4799538,7.6162852
1556,Oberhaching-Deisenhofen,48.0188961,11.5915687
1557,Dakka,23.7544529,90.393336
1558,Stockdorf,48.0926483,11.4045794
1559,Jeddah (Saudi Arabia),21.5504432,39.1742363
1560,Talatuoya (Sri Lanka),7.2523519,80.6756236
1561,Vulpera,46.7862255,10.2836644
1562,Thayngen,47.7470005,8.7061689
1563,Allensbach,47.7168668,9.0687005
1564,Aligarh,27.8761073,78.13581531245276
1565,Sargodha (Pakistan),32.0889657,72.6776943
1566,Kildare,53.1568465,-6.9117199
1567,Winsen (Aller),52.6796244,9.9101449
1568,"Long Beach, Calif.",33.7690164,-118.191604
1569,Mona Island,11.9578379,119.9600489
1570,Jagniątków,50.8220431,15.6171299
1571,"Piscataway, NJ",40.5462553,-74.4660408
1572,Castiel,46.8392828,9.6026311
1573,Bad Brückenau,50.3101036,9.7892824
1574,Burbach-Lützeln,50.721273,8.1034503
1575,Rigi Kaltbad,47.0447063,8.4661769
1576,Uetikon am See,47.269368,8.68316
1577,Bad Sobernheim,49.7843963,7.6520457
1578,Tenbury Wells,52.3085197,-2.5974349
1579,Selfkant-Saeffelen,51.0323797,5.9642877
1580,"San Rafael, Calif.",37.9747795,-122.5316686
1581,Rastbach,48.5229256,15.429181
1582,"Omaha, Neb.",41.2587459,-95.9383758
1583,"Honolulu, Hawaii",21.304547,-157.855676
1584,Schweix,49.1285967,7.510308
1585,Chesières,46.3012904,7.0425766
1586,Petrognano,43.5243407,11.8494969
1587,Freiburg-Ebnet,47.9859781,7.9038438
1588,Niederbipp,47.2684936,7.6933343
1589,"Rochester, NY",43.157285,-77.615214
1590,"Madison, Wis.",43.074761,-89.3837613
1591,Avusy,46.1516784,5.9947436
1592,Tigoni,-1.1296902,36.6845836
1593,Berlin-Friedrichsfelde,52.5029358,13.5205456
1594,Gerlafingen,47.169342,7.572082
1595,Manchester-by-the-Sea,42.577873,-70.7689354
1596,Peucang,-6.9896,108.7656
1597,Seewiesen,47.9733089,11.2343843
1598,Udjung Kulon,,
1599,Loosdrecht,52.202599250000006,5.090562862602446
1600,Westernhausen,49.3423272,9.56064
1601,Linescio,46.3082283,8.5834299
1602,"Logan, Utah",41.7313063,-111.834914
1603,Mtubatuba,-28.415707,32.1884598
1604,Bakkum,52.5657651,4.6547672
1605,Dischmatal,,
1606,Kalejetan,,
1607,Englisch,12.8689837,103.2788408
1608,Iketatjane,,
1609,St. Veit an der Glan,46.7672814,14.3576981
1610,Northcliff,-26.1311111,27.9622222
1611,Peutjang,,
1612,Michelbach,47.76118665,7.114948792265047
1613,Talangama (Sri Lanka),6.88696895,79.94746286778025
1614,Rochester (Mich.),42.680588,-83.1338214
1615,Quillota (Chile),-32.879997,-71.2473555
1616,Belmont (Mass.),42.3959296,-71.1786655
1617,Hoisdorf,53.6530061,10.3186485
1618,Gjettum,59.9072563,10.5283887
1619,Steinhöring,48.0870851,12.0298168
1620,Le Mélèze,48.3203262,-1.1256239
1621,Ravello,40.6496643,14.6122753
1622,Hitzacker,53.1512116,11.0440938
1623,Kirchheim,48.6102516,7.4966532
1624,Feldbrunnen,47.2205376,7.555088
1625,Bernried,48.9187723,12.8840541
1626,Toffen,46.859652,7.491931
1627,Bergisch-Gladbach,50.9929303,7.1277379
1628,Orsingen-Nenzingen-Langenstein,47.842898,8.903073
1629,Thedinghausen,52.9624161,9.0202925
1630,Wegmühle,48.336312,13.093278
1631,Erlenbach a. Main,49.8046171,9.1594708
1632,Wieselburg,48.1298877,15.1376585
1633,Konstein,51.1844943,10.2120436
1634,Ketzin,52.4769264,12.8443972
1635,Otterndorf,53.808132,8.899715
1636,Portola Valley (CA),37.3736298,-122.219047
1637,Bispingen,53.0823032,9.996472
1638,"Atlanta, Ga.",33.7489924,-84.3902644
1639,Wildtal,50.6606823,10.9308435
1640,"Linn Creek, Mo.",38.0376252,-92.7118951
1641,Konolfingen,46.879415,7.6209846
1642,Wackernheim,49.9776489,8.1186556
1643,Rheinbreitbach,50.6185836,7.2291175
1644,Schlossborn-Glashütten,50.1978591,8.391642657713358
1645,Sind,34.2965045,75.3125683
1646,Leinfelden,48.6966965,9.1427508
1647,Marakesch,,
1648,"Myrtle Beach, SC",33.6956461,-78.8900409
1649,Lancs,53.8611743,-2.547115001419335
1650,Sindh,25.6371738,78.1138551
1651,Agathenburg,53.5667,9.53333
1652,Taschkent,41.3123363,69.2787079
1653,Herrsching,47.9984622,11.1703947
1654,Wörrstadt,49.8388822,8.1168059
1655,Datteln (Westfalen),51.651468,7.3385906
1656,Corvallis (Ore.),44.5645659,-123.2620435
1657,Mautern,47.3964055,14.8096563
1658,Narowal City (Pakistan),32.1009752,74.872238
1659,Sulzburg,47.8405127,7.7077606
1660,Werne,51.66268,7.6355052
1661,St. Catharines (Ont.),43.1579812,-79.2441003
1662,Sankt Gabriel,51.421097450000005,6.78755243052642
1663,Fischingen,47.4161825,8.9698021
1664,Reichelsheim (Wetterau),50.3611717,8.8207006
1665,Hongkong,22.350627,114.1849161
1666,Menzingen-Schönbrunn,47.1774026,8.5636915
1667,Flüh,47.4850972,7.4978274
1668,Oberderdingen-Flehingen,49.08354555,8.775743135613425
1669,Vrin,46.6555667,9.0984401
1670,Prad,48.6762885,-3.2981537
1671,Müstair,46.6270915,10.4466197
1672,Disentis/Mustér,46.7041748,8.8549785
1673,Otzberg,49.8261,8.9225
1674,Seltisberg,47.4598282,7.7153815
1675,Rosenlaui,46.6801611,8.1533715
1676,Ebnat-Kappel,47.2635337,9.1233561
1677,Les Breuleux,47.2115671,7.0054836
1678,Gundelfingen-Wildtal,48.0341207,7.8775995
1679,Biel-Benken,47.506771,7.520962
1680,Petit-Réderching,49.0557175,7.3043723
1681,Domat/Ems,46.8351271,9.4506859
1682,Wattenwil,46.7691764,7.5076613
1683,Poschiavo,46.3263595,10.0581675
1684,Odilienberg,48.437458,7.4044908
1685,Assos,39.48894145,26.336369194593825
1686,"Carbondale, Ill.",37.7274692,-89.216655
1687,Birenbach,48.7491387,9.6609218
1688,Taimering,48.9172784,12.3134728
1689,Stolberg (Rhld.),50.7702908,6.2295504
1690,Bourguillon,46.7995366,7.1752652
1691,Eisenbach,47.9624362,8.2710482
1692,Santiago de Chile,-33.4377756,-70.6504502
1693,Icklesham,50.9167642,0.6662584
1694,Husinec,50.1737416,14.3750778
1695,Lütjensee,53.6493291,10.3653139
1696,Geislingen,48.2886289,8.8135495
1697,Zeilhard,49.8449803,8.7904808
1698,Carlsbad (CA),33.1580933,-117.3505966
1699,Arosa,46.7797248,9.6781356
1700,Pasching,48.2576453,14.2044214
1701,San José (Calif.),37.3361663,-121.890591
1702,St. Augustin,50.7752776,7.1895507
1703,Münsterhausen,48.3163285,10.4493891
1704,Rupperswil,47.4027283,8.1274477
1705,Gainesville (Flo.),,
1706,Chillicothe (Ohio),39.3331197,-82.9824019
1707,Bloomington (Ind.),39.1670396,-86.5342881
1708,Donnerskirchen,47.8960626,16.6445815
1709,Boulder (Colo.),40.0149856,-105.270545
1710,Montlingen,47.334485,9.5892207
1711,Duschanbe,38.5762709,68.7863573
1712,Olching,48.2036863,11.3311557
1713,Homburg-Jägersburg,49.3708834,7.3232996
1714,Manama (Bahrain),26.2235041,50.5822436
1715,Gordes,43.9110641,5.2002043
1716,Srinagar,34.0747444,74.8204443
1717,Zernikow,53.092774250000005,13.096834418564121
1718,Saginaw (Mich.),43.3326882,-84.0468403
1719,West Lawn (PA),40.3298147,-75.994381
1720,"Santa Barbara, Calif.",34.4221319,-119.702667
1721,Blansingen,47.6909466,7.5409778
1722,Lanham (Md.),38.965365000000006,-76.84179265424164
1723,Koersel,51.06978945,5.271108346980066
1724,Stallikon,47.3269232,8.4901051
1725,Kleinrinderfeld,49.7002253,9.844491
1726,Aschchabad,37.9404648,58.3823487
1727,Riad,24.638916,46.7160104
1728,Steinenbronn,48.6600109,9.1194586
1729,Windach,48.0674862,11.03506
1730,Offingen,48.4837454,10.3672851
1731,Mülheim (Ruhr),51.4197445,6.8724603
1732,Rausdorf,50.8582943,11.6862712
1733,Kastanienbaum,47.0130792,8.33487
1734,Lügde,51.9088111,9.2715714
1735,Brühl-Rohrhof,49.4120039,8.5439491
1736,Kelkheim,50.1344038,8.4531845
1737,Fes,34.0346534,-5.0161926
1738,Kiew,50.4500336,30.5241361
1739,Lancaster (Pa.),40.08067,-76.2411283
1740,Küttigen,47.4194538,8.0432568
1741,Flaach,47.5754461,8.6060755
1742,Freinsheim,49.5066726,8.2108403
1743,Kirow,58.6035661,49.6666241
1744,Elixhausen,47.8674868,13.0670649
1745,Jumelles,48.9148977,1.2071169
1746,Lennestadt-Elspe,51.1534131,8.046321
1747,Bad Malente,54.1707841,10.5593123
1748,Bosco Luganese (TI),46.0258057,8.9094833
1749,Wangs,44.4066191,-92.9794519
1750,Bethesda (MD),38.9846816,-77.0942447
1751,Breitgen,50.8400127,7.6635824
1752,Jakarta (Indonesia),-6.175247,106.8270488
1753,Alhambra (CA),34.093042,-118.12706
1754,Hamden (CT),22.3196602,114.22310708792551
1755,Heimsheim,48.8058986,8.8619207
1756,Martinsried,48.10882,11.4508007
1757,"Bethany, Conn.",41.617955699999996,-72.72901157245789
1758,Arentoft,,
1759,Haverford (PA.),40.0131672,-75.2943516
1760,Kochel,51.36267,17.95479
1761,Nieste,51.3099456,9.6522229
1762,Lakewood (Col.),40.8590818,-80.5528336
1763,Bahawalpur (Pakistan),29.394644,71.6638747
1764,Neyveli (India),11.535987,79.4824392
1765,Brampton (Canada),43.685832,-79.7599366
1766,Nideggen-Abenden,50.6707456,6.4774566
1767,Bad Ditzenbach,48.5874699,9.703232
1768,Maloja,46.49107205,9.886570429538693
1769,"Amherst, Mass.",42.3731948,-72.5198761
1770,Murnau a. Staffelsee,47.6778816,11.2011903
1771,Zuoz,46.6012885,9.9608039
1772,Bad Elster,50.2811665,12.236949
1773,Tegernau,47.7193912,7.7950265
1774,"Williamsburg, Va.",37.2708788,-76.7074042
1775,Affalterbach,48.9218388,9.3230504
1776,"Tucson, Ariz.",32.2228765,-110.974847
1777,Saunderstown,41.5078795,-71.4245004
1778,Schahmirzād,,
1779,Sankt Niklausen,46.9963351,9.5039846
1780,Carabietta,45.96919275,8.902360178633778
1781,Kew (Surrey),49.1349302,-122.69820285463577
1782,Flüelen,46.9027239,8.6253481
1783,Tharandt,50.9853391,13.5794907
1784,Seegräben,47.3421419,8.7709578
1785,Ambleside,54.431954,-2.9630528
1786,Sagar,23.808307550000002,78.75825398721975
1787,Gondo,46.1958512,8.1399499
1788,Le Solliat,46.6197859,6.2345843
1789,Mahlum,52.0031289,10.168775950988039
1790,Lunz,46.655355,11.9283946
1791,Bucks County,40.3451668,-75.1263909
1792,Matels,42.9395774,2.815852
1793,Saas-Almagell,46.0938913,7.9582333
1794,Badgastein,47.110326,13.145399271531453
1795,Saint-Mamet,42.7821787,0.6011945
1796,Obereschach,48.1058569,8.469754
1797,Abterode,51.209679,9.9374482
1798,Eberstadt,49.1791168,9.3218541
1799,Uffing,47.7144384,11.1506437
1800,Jouy-en-Josas,48.76464,2.1684529
1801,Kiefersfelden,47.6138408,12.188782
1802,Clairefontaine,48.6148255,1.9238899938118954
1803,Weisendorf,49.6232447,10.826895
1804,Vättis,46.9098162,9.4415215
1805,Simla,31.1041526,77.1709729
1806,"Bluffton, Ohio",40.8934459,-83.8917849
1807,Yens,46.518837,6.4180806
1808,Grimentz,46.1802947,7.573834
1809,Brenz,53.3844645,11.6585099
1810,Meisenheim,49.706647,7.6700779
1811,Breitnau,47.9398612,8.0770221
1812,Latsch,46.6173435,10.8595388
1813,Obernberg am Inn,48.3211392,13.3340526
1814,Buch am Ammersee,48.0569145,11.1378601
1815,Erquy,48.6286582,-2.4642309
1816,Derendingen,48.5018486,9.0498594
1817,Bernhards bei Fulda,,
1818,Manubach,50.0313506,7.75971
1819,Sankt Wolfgang,48.2192116,12.1344678
1820,Lippspringe,51.7833,8.81667
1821,Auggen,47.7864318,7.5970495
1822,Sonvico,46.0584469,8.9905315
1823,Cavagnago,46.4132693,8.8817499
1824,Meiringen,46.7285518,8.1870934
1825,Brione,45.6429228,10.1461559
1826,Andernos,44.7476897,-1.0925184
1827,Jenins,47.0013303,9.5578327
1828,Sexten,46.7027433,12.350544
1829,Kneitlingen,52.1745681,10.7616983
1830,Kandersteg,46.4975866,7.6756638
1831,Waldshut,47.6246179,8.2120605
1832,Twann,47.093989,7.1548139
1833,Langensalza,52.1714124,9.6598954
1834,Arolsen,51.3649894,9.0376388
1835,Lostorf,47.3852202,7.9462061
1836,Thônes,45.8819884,6.3241844
1837,New London (Conn.),41.3556187,-72.0997804
1838,Ammerland,53.2077356,8.005405395756515
1839,Valeyres-sous-Rances,46.7528278,6.5249548
1840,Feuerthalen,47.6914771,8.64598
1841,Saint Cloud,48.8437412,2.219344
1842,Sigriswil,46.7164293,7.7160699
1843,Hausen,49.8717319,7.3755998
1844,Freidorf,45.7269422,21.1786328
1845,Jasberg,47.8899676,11.6375893
1846,Fischerhude,53.1181954,9.0586369
1847,Deisenhofen,48.0188961,11.5915687
1848,Hertenstein,47.4867348,8.3114384
1849,Bad Meinberg,51.8982138,8.979128875743978
1850,Riesenbeck,52.2627099,7.6249898
1851,Bécon,48.9028583,2.2747813
1852,Winterhtur,,
1853,Pitsford,52.304464,-0.8928754
1854,Beschling,47.1913412,9.6835017
1855,Erkenschwick,51.6398512,7.2605914
1856,Ebern,50.0943461,10.7950972
1857,Urach,48.0054454,8.2494009
1858,Nahrstedt,52.5789893,11.7091845
1859,Kesswil,47.5931922,9.3174354
1860,Schweiz,46.7985624,8.2319736
1861,Hospental,46.6189452,8.5685985
1862,Zürich-Witikon,47.35831,8.590628
1863,Belforte del Chienti,43.162552,13.245376
1864,Aire-la-Ville,46.1905919,6.0428776
1865,Resina,-10.4699395,-36.4210223
1866,Villars-sur-Ollon,46.2977636,7.055331
1867,Algier,36.7729309,3.0588291
1868,Aubonne,47.0357292,6.3265113
1869,Saint-Eusoge,47.723856,2.9007321
1870,Bad Neuenahr,50.5448624,7.1377303
1871,Brügge,51.2085526,3.226772
1872,Tensfeld,54.0427879,10.3182611
1873,Caillac,44.4897287,1.3533478
1874,Trélex,46.414967,6.2048987
1875,Köyliö,61.1190832,22.3077749
1876,Strengelbach,47.2790303,7.9289955
1877,Marbach (Neckar),48.9436384,9.2643177
1878,Iowa,41.9216734,-93.3122705
1879,Oberägeri,47.1347395,8.6132732
1880,Viaggiu,,
1881,Alyth,56.6225542,-3.2302627
1882,Todtmoos,47.7387447,8.0013624
